Comment	sentiment
LGBT nular?? Lu kira panu🤣🤣🤣🤣<br> Gua LGBT gua tau faktanya dilapangan  , lupadee jangan  belaga benci  dah sma LGBT bisa jadi kluarga bahkan orang tua lupadeee itu LGBT.. Faktanya di indo LGBT banyak nikah, punya anak.... Hati&quot; Luuu... Gak lucu kan lu benci LGBT ternyata di kluarga atau orang tua lu sndri LGBT 😆😆😆 banyak aki&quot; Yg punya anak bahkan cucu yg ngdeketin gua.... Hm.. 😁.. <br><br>Dan gua punya temen lesbi. Banyak juga emak&quot; Yg ngdeketin temen gua itu.... NGOK	1
Mau lurusin aja <br>LGBT Not Penyakit and Not Menular!!<br>LGBT itu dari Hati Bukan Dari sentuhan or apalah!!!<br>Mohon jangan asal Ceplas Ceplos klo ga tahu faktanya	1
kenapa Allah nyiptain gue sebagai LGBT? MasyaAllah, gue mikir kalau orang seperti ini adalah orang yang dipercaya oleh Allah untuk menghadapi situasi ini, semua yang Allah berikan pada seorang hamba pasti ada maksudnya—dan di dalam agama Islam of course LGBT benar-benar dilarang dan kalau lu ditakdirkan sebagai LGBT bukan berarti lu harus mengikuti kepenyimpangan itu, lawan aja sob dan jangan ikutin hawa nafsu yang menjerumus ke yang enggak-enggak asli, lu keren banget bisa menghadapi situasi ini dengan profesional MasyaAllah. Semangat!	0
Jawabannya banyak yang ga enak ya😢 Ini nih alesannya kenapa Indonesia regresif sampai sekarang	2
Sembuh yuk Lgbt	0
lgbt bukan penyakin please :)	1
&quot;LGBT Penyakit&quot;<br>&quot;LGBT Penyimpangan seksual&quot;<br>LGBT itu bukan penyimpangan... Tapi, orientasi seksual:)<br><br>So why Allah create me this way? <br>Klo dari lahir gak suka lawan jenis gimana? <br>&#39;Penyakit&#39; bawaan lahir kah? <br>Lagian ketertarikan ga bisa di paksain juga, tinggal pilihan aja. Show up atau DIAM<br>DIAM-DIAM tidak mencintai pasangan hidup:) Agar di anggap tidak &#39;BERPENYAKIT&#39;<br>ITU BARU SAKIT WOY. STRESS<br>Pengaruh nya bukan cuma di hati, tapi ke hormon. Bisa-bisa kanker klo stress begitu terus:)	1
Lgbt harus dibrantas bego, masak cowo sama cowo cium ciuman di tempat umum bikin resah	0
Terlalu mengarah ke kebencian dan ngga sesuai judul.<br><br>Mungkin lain kali jika ingin membuat konten LGBT bisa melakukan riset  atau lebih baiknya ngga usah. Karena topik ini terlalu sensitif di Indonesia. Juga ngga semua orang tau apa itu LGBT secara luas, bukan hanya dngn menjelaskan kepanjangannya dan menyebut &quot;penyuka sesama jenis&quot;.	2
Sedih liat komentarnya, kebayang ngga sih? misalnya jadi terbalik homosexual dianggep normal dan kalian para penyuka lawan jenis (heterosexual) dianggap ga normal? ga ada kaum LGBT yang mau terlahir jadi seperti itu kok, plis kalian yang gabisa ngertiin jadi berbeda mending dipikir dulu deh kalo mau ngucap. masalah agama, gue islam dan gue gay, gue selalu coba mendekatkan diri sama allah, selalu bertaubat karna itu yang diajarkan islam, yaa gue mulai berhenti melakukan sexual ataupun hubungan lagi sama sesama jenis, tapi perasaan gue ke sesama jenis tetep ga bisa ilang, kaya kalian hetero yang suka lawan jenis dipaksa suka sama sesama jenis deh. point nya jangan salahkan atas orientasi sexual mereka, salahkan perbuatan mereka yang ga bisa menahan nafsunya. :)	1
Serem LGBT gk kebayang gmna perasaan orang tuanya kalo tau anaknya gay or lesbi,ortu mereka ja bisa nikah dan punya anak,eh anaknya Gtu,pasti kecewa bgt orang tuanya,bhkn saya liat gk sngaja dibranda FB liat,ditalkshow gtu diamerika,si anak y ngmong dia LGBT gay,bapaknya nangis sejadi jadinya,byangin BPK y gede badannya kliatan kuat,bisa nangis terisak2 Gtu didepan bnyk orang n TV ,saking kecewanya,itu Amerika lho yg liberal bgt,gmna ortu2 diindonesia coba byangin,naudzubillah kelak anak saya jngn smpe gtu,bhkn buat saya yg blm nikah kbyang KLO punya anak Kya gtu,sakit hati bgt rasanya ,gagal gk becus kecewa penyesalan sakit hati dan msh bnyk lg brcmpur jd satu,coz anak kita adalah harapan kita Kya punya cucu,sukses,bhgia mnikah nemuin pasangan heteronya,orang tua ngusahain itu terjdi ke anak2nya dngn banting tulang sejadi2nya tnpa pduli mereka sndri yg pnting anak jd harapan Mereka dan banggain mereka	0
Numpang untuk orang yang gaktau arti LGBTQ+ yah, jan marahin aku juga wehh belajar beginian-<br><br>L - Lesbian : Lesbian itu orang yang menyukai sesama kelamin Wanita.<br>G - Gay : Gay itu orang yang menyukai sesama kelamin Pria.<br>B - Bisexual : Kalau Bisexual, dia bisa memilih dengan Cewek atau Cowok.<br>T - Transgender : Menukar jenis kelamin.<br>Q - Questioning : Questioning itu mereka bingung, sexuality mereka apa.<br>P - Polysexual : Bisa berpacaran dengan banyak orang seperti playboy gitu, tapi bagi mereka itu bukan selingkuh.<br>A - Asexual : Tidak ingin berpacaran / menikah dengan siapapun<br>D - Demisexual : Orientasi Seksuality.<br><br>Itu aja yang bisa saya jelasin-	2
Kebanyakan yang pikir kalau lgbt itu coma suka sama sesama jenis doang weee bisa juga ada orang bisexuel(bisexuel suka lawan jenis dan sesama) pansexuel(orang yang suka orang lain tidak dengan gender tapi sikapnya personalitynya) trans( orang yang dari cewe ke cowok atau cowok ke cewek) dll masih ada banyak lagi tapi males nulis lmao	2
wkwk gue di sekolah gapunya temen krna ini hahah	1
&quot;nular&quot; &quot;terkontaminasi&quot; bukti bahwa orang indonesia kurang banget edukasi	1
LGBT PENYAKIT? WAW IMPRESIVE	1
suka heran sm cara pandang orang indonesia yang menyamaratakan orientasi seksual dengan tindakan kriminal. bukan berarti karna dia gay maka semua cowo yang dia liat pengen dia tidurin anjir, engga gitu. sama aja kayak hubungan cewe cowo, mereka pun punya tipe ideal dan lain sebagainya. jd ga usah sok kegantengan mikir karna ada cowo gay di lingkungan main lu terus lu was-was takut ditaksir, ngaca dulu, worth it ga lu buat ditaksir XIXIXIXI	1
Aku yg gay tp standar ku ketinggian.	1
Sebagian besar pengidap LGBT itu berasal dari orang2 yang mengalami kekerasan disaat kecil yang mempengaruhi hidup mereka hingga dewasa.<br>Kekerasan yang dialami pun bervariasi, mulai dari kekerasan fisik, mental, hingga seksual yang disebabkan oleh setidaknya seseorang dalam keluarga yang mempunyai gender yang sama.<br>LGBT termasuk penykit mental karena terbentuk dari trauma yang di alami sewaktu kecil.<br>Selain dari trauma, penykit LGBT juga menyebar melalui pergaulan, sehingga penyebarannya harus dihentikan. Contoh bukti kalau LGBT itu adalah penykit yang menular bisa disimak di menit <a href="https://www.youtube.com/watch?v=r3B_WTIE4X8&amp;t=07m03s">07:03</a>.	0
Wkkw padahal LGBT bukan cuma suka sesama jenis.. <br>Ada transgender, aseksual, queer.<br>Dih. Dibilang penyakit lagi anjir	1
Woy bangsad gua LGBT dan lu mau apa taii	1
buruan  nih gue belum solat maghrib	2
Please cuman mau benerin lgbt itu gk penyakit	1
ini terserah lo semua mau hujat gw apa gimana, menurut gw lgbt ga pantes ada di Indonesia. jangan bicara tentang love is love, that&#39;s so stupid woy. kalo mau pacaran sesama jenis ya pindah negara aja sono	0
Hanya orang orang yang memandang sebelah mata aja yang menyebut LGBT menular	1
Emangnya penyakit apa nular	1
Di konten ini lgbt kaya bakteri	2
ya intinya jangan ganggu banci dan tidak saling menggangu	2
Pecinta lobang tai	0
What else should I be?<br>Harus bagaimana lagi aku?<br>All apologies<br>Semua maaf<br>What else could I say?<br>Apa lagi yang bisa kukatakan?<br>Everyone was gay<br>Semua orang gay<br>What else could I write?<br>Apa lagi yang bisa kutulis?<br>I don&#39;t have the right<br>Aku tak punya hak<br>What else should I be?<br>Harus bagaimana lagi aku?<br>All Apologies<br>Semua maaf<br><br>In the sun<br>Di dalam mentari<br>In the sun I feel as one<br>Di dalam mentari, aku merasa menyatu<br>In the sun<br>Di dalam mentari<br>In the sun<br>Di dalam mentari<br>Married!<br><br>Menikah!<br>Buried!<br>Terkubur!<br><br>I wish I was like you<br>Andai aku sepertimu<br>Easily amused<br>Mudah terhibur<br>Find my nest of salt<br>Temukan peraduanku<br>Everything`s my fault<br>Semua salahku<br>I&#39;ll take all the blame<br>Kan kuterima disalahkan<br>I&#39;ll proceed from shame<br>Aku kan bangkit dari rasa malu<br>Sunburn with freezer burn<br>Terpanggang matahari dengan gigil ruang pendingin<br>Choking on the ashes of her enemy<br>Tersedak debu musuhnya<br><br>In the sun<br>Di dalam mentari<br>In the sun I feel as one<br>Di dalam mentari, aku merasa menyatu<br>In the sun<br>Di dalam mentari<br>In the sun<br>Di dalam mentari<br>Married, Married, Married!<br>Menikah, menikah, menikah!<br>Buried!<br>Terkubur!<br>Yeah, yeah, yeah, yeah,<br><br>All in all is all we are [x20]<br>Seutuhnya, itulah kita<br><br><br>𝘼𝙡𝙡 𝘼𝙥𝙤𝙡𝙤𝙜𝙞𝙚𝙨  _ 𝙣𝙞𝙧𝙫𝙖𝙣𝙖_	2
LGBT sholat ... Lu waras?<br>Allah SWT Murka penyakit ini<br>LGBT Nikah lebih ga waras lagi<br>Perintah Nikah dari Agama<br>Sakit ya berobat ...<br>Sayangi diri ...	0
Dibilangin jangan kampanye in cukup simpen masing2 aja, gak bakal diganggu selama gak ngeganggu. Orang indo santai2, gak diusik mah asik aja. Eh didiemin malah makin dikampanyein di sosmed dan berbagai media, jangan ngajak orang lain buat melakukan hal hal yang salah.	0
Sebenernya ini konten bukan untuk menyudutkan lgbt tapi ini kan interview opini org tentang kaum itu dan itu kan pendapat para narasumber ini kalo menurut mereka buruk yaudah itu opini mereka dlm konten ini	2
Makannya jangan gay bodat	0
&quot;Penyakit&quot; sakit ati gua ajg	1
WOW MASIH 0 SEKALI YA INDONESIA ILMU TENTANG LGBTIQ++++	1
tbh konten ini terlalu menyudutkan lgbt, ditambah judulnya ganyambung sama isi konten :)))	1
Aku straight, tapi sedih ngeliat ini, sakit :(((((((((((((((	1
Gue heteroseksual (suka lawan jenis), teman gue ada yang gay dan lesbian. Mereka baik. Semua orang berhak mencintai dan dicintai, apapun warna kulitnya, sukunya, agamanya, gendernya, orientasi seksnya. Love is love. Perlu kalian ketahui bahwa LGBTQ ga menular	1
Fix diantar cwo itu ada yg gay	2
mau gimanapun mereka jga manusia, bukan penyakit, ga akan nular, bukan gangguan kejiwaan, dan itu hanya sex orientationnya.	1
Aku mau nanya buat Abang dan kakak yang bilang LGBT itu menular emang dari segi mana nya bagus bisa menular emang penyakit HIV tapi enggak apa-apa menurut gua emang kami itu di pandang sebelah mata dan bahkan kami enggak mau terlahir seperti ini makasih buat konten nya membuat aku tau apa padangan orang di luar sana tentang kami yang LGBT ini terutama buat kedua orang tua yang akan hancur ketika tau anaknya LGBT 😭😭😭😭	1
Lucu juga ada yg komen, takut tertular, terkontaminasi lah,  astaga. Suci sekali diri anda. Dgn kata lain anda menghina ciptaan Tuhan yg lain, anda menganggap bahkan bbrp orang di video ini membenci LGBT cuman karena mereka &quot;ada&quot;. Itu sumpah gw geli banget pemikiran begitu.  Itu menunjukkan betapa sempitnya pola pikir anda terhadap sesuatu.<br><br>Belajar lagi ya kaka2 sblm bikin video ini. Biar melek dulu Sex Orientation, Gender Ekspresi and Intersex.	1
Ini kenapa isinya menyudutkan LGBT  ya?	2
Biasanya orng yg paling anti pake bgt,,,itulah orng yg sejenis dgn orng yg dia tolak😌😌🤣setauku	2
Emang LGBT itu bisa segampang itu suka sama kalian2 yg ada di video ini? Helooo.....? Mentang2 mereka LGBT kalian pikir mereka itu gampangan?	1
Melek SOGIE dulu sebelum membahas LGBT.  <br><br>Jadi komennya netral.	2
Gue pengen ketawa sama lu punya konten,, kayanya kalian semua belum punya pengalaman yg jauh di dunia LGBT dan kalian semua kaya melihat negatif gitu, gue cuman ingetin aje yee kalau blm paham sama dunia pelangi jangan pada komentar dah atau minta pendapat LGBT itu GAK SEMUANYA negatif atau mengganggu. Dan ingat yaaa setiap pribadi orang itu &quot;Berbeda&quot; jadi kalau lu mau punya konten jangan bahas orientasinya tapi personality orang nya . Ga semua ganggu ataupun ngebet suka kalau berteman sama yg hetero. Dan satu lagi &#39;INI BUKAN PENYAKIT&#39;.	1
Erpan be like: mau cowok mau cewek pasti ada yang gayyyy	2
<a href="https://www.youtube.com/watch?v=r3B_WTIE4X8&amp;t=4m52s">4:52</a> Gay dan Lesbian itu bukan menyakit melainkan Orientasi Seksual	1
Apapun itu orientasi sex mu, terserah mu. Dalam agama pasti kalian sudah paham, saya tak punya hak untuk menghakimi. Kalaupun itu pilihan mu, tolong jangan terlalu vulgar dan &quot;meracuni&quot; orang yg straight. Tetap jaga etika dan semoga bahagia ya, tetap jaga kesehatanmu.	2
Title sm hashtag ga nyambung sm content. Ini mah “opini org2 yg ga tau arti lgbt tp ditanyain tentang lgbt” 🤡	2
Idiihh mantebbbb terusskaann!	2
KONTEN TERKEREN SEANTERO RAYA!!!🔥🔥🔥	2
<a href="https://www.youtube.com/watch?v=NmqVQNguUlI&amp;t=5m25s">5:25</a> Ya lu juga ngertiin mereka lah, lu kan ada nafsu sesama jenis wajar aja mereka takut, bukannya dia GR, cewe juga ga mau tidur bareng sama cowo yg ga mereka suka, minta dingertiin mulu tapi ga mau ngertiin, blog	1
Masalahnya LGBT zaman now sering nyebarin pahamnya keorang lain, anak anak kecil pada ngikut klo dibiarin, makanya disimpan sendiri aja jangan diumbar.	0
Thank you fuse rep for inviting me 🌝 y’all so kind. Semoga channelnya makin sukses dan konten ini bermanfaat. Aku harap kaum lgbt TIDAK MENGKOTAK-KOTAKKAN kaumnya sendiri dan bisa lebih merangkul sesamanya. Amen 🙏🏻	2
halo fuserep!! thankyou for inviting me &lt;3<br>dengan senang hati kalo mau inv lagi !!<br>sukak banget sama makna dari videonya &lt;3 &lt;3	1
Video edukasi dan informatif yg kek gininih yg harus diperbanyak. Good job, FUSE!	2
Keren! Makin maju terus kalian! All the best untuk yg merasa terkucilkan di negara ini. Happy pride hehe	1
Meskipun postive vibes gitu video ini, ttp gasetuju sama lifestyle mereka. Sorry bgt nih 🤔	0
LGBT tuh bukan virus yg bisa nular ke semua orang, itu pilihan mereka, mereka memiliki hak yang sama kek manusia biasa kek kita semua yang normal / hetero😉🥰 <br>Happy pride month!🌈	1
Kemana aja saya baru liat video ini<br><br>Sy orang yg bekerja dengan banyak orang trans, saya sendiri menganggap diri saya cukup religius<br><br>Sy merasa fine aja kerja dengan mereka, sy menghargai mereka, sebagai manusia mereka punya hak untuk hidup, bekerja dll<br><br>Tapi satu hal yg sy benci adalah kaum yg memaksakan pendapat mereka tentang LGBT pada saya. Apalagi mereka yg berpawai memakai baju warna warni dan memamerkan seks ala mereka di depan publik, that&#39;s disgusting<br><br>I respect you guys as humans, you have the right to live as human, but sorry to say I&#39;m not on your side, I&#39;m not gonna support your ideals.	0
Keluarga gw dulu trans ke papua..	2
Masyarakat kita itu memang kontradiktif, di satu sisi banyak yang tidak setuju atau menolak keberadaan LGBT. Tapi di sisi lain orang-orang seperti Lucinta Luna, Gaby Vista, Millen justru mendapatkan spotlight di Dunia Hiburan dan nggak sedikit juga yang jadi fans mereka.	2
Coba gw pengen tahu masa kecil seorang transgender, bagaimana ortunya, kakak dan adiknya, lingkungan masa kecilnya dll, kebanyakan dr transgender menjelaskan di bully dan d bully, ingat kata dr boyke 30% genetik, 70% lingkungan<br>Gw sebagai cowok punya sisi feminim tp dominan maskulin<br><br>Bagi mereka yg trans agama adalah penghalang penerimaan keadaan mrk<br>Yg sipit kurang paham agama dn seolah2 menangtang tuhan, kita di ajarkan tentang kaum sodom umatnya nabi luth Atw rasul lot dlm agama kristen<br><br>Klo trans krn dr lahir, apa mungkin tuhan menciptakn manusia salah sehingga berbeda orientasi seks&#39;y? Emmmh<br>Bedakan antara membully dan mengingatkan ya om/sist 🙏	0
Sayangnya manusia trans tidak pernah memikirkan, bahwa ayam pun dan hewan lain yang tidak berakal, tidak tertarik sama sekali sesama jenisnya	0
Videonya ttg lgbt tpi msh ada yg berani homophobic di kolom komentar...di situ saya merasa sedih 😞✋🏼. Love is love guys, kita juga manusia	1
Bang klo abis nyodok bau gak tytyd nya	2
Gw punya temen yang pride lumayan banyak <br><br>Gw cukup tau dan respect aja<br><br>Mereka juga baik&quot; ko <br>Ya ini opini gua aja sih	1
Katanya gay dan sejenisnya itu penyakit dan bisa disembuhkan ya?	0
<a href="https://www.youtube.com/watch?v=VUwEHGGzh1A&amp;t=5m05s">5:05</a> Bukan kah social judgment juga adalah hak asasi manusia? mau itu based on religion atau tidak? Saran sih jangan terlalu vocal terhadap hate comment yg based on religion. Karena justru itu menguatkan mereka untuk semakin hate. Jangan bawa2 agama dalam menyuarakan LGBT, termasuk hate comment tsb:)<br>Semua orang punya hak berekspresi layaknya kalian bereskpresi.	1
Jangan salah kan LGBT, jangan salahkan orientasi seksual seseorang tapi balik lagi ke individu masing2. Inget menjadi LGBT itu bukan berarti sakit, pengen kena bencana dan azab atau melanggar agama atau cuma mau having sex doang (banyak kok pasangan LGBT yang sukses dan karena emang cinta malah ada yang sampe ngangkat anak macem Elton John) tapi itu pilihan hidup manusia + supporting LGBT doesn&#39;t make you gay/lesbian too it makes you support humanity please Educate your self and brain! <br><br><a href="http://www.youtube.com/results?search_query=%23lgbtbukanmusuh">#lgbtbukanmusuh</a><br><a href="http://www.youtube.com/results?search_query=%23lgbtbukanpenyakit">#lgbtbukanpenyakit</a><br><a href="http://www.youtube.com/results?search_query=%23lgbtbukansumberbencana">#lgbtbukansumberbencana</a><br><a href="http://www.youtube.com/results?search_query=%23loveislove">#loveislove</a><br><a href="http://www.youtube.com/results?search_query=%23humanityabovereligion">#humanityabovereligion</a><br><a href="http://www.youtube.com/results?search_query=%23wearesameandwearehuman">#wearesameandwearehuman</a>	1
Gw cuma pengen pembenaran aja kalian yg transpuan atau transgender itu memiliki ketertarikan ke gender yg mana karna itu problematika yg bikin w takut, jujur w gak masalah atas kehadiran kalian mau jadi temen juga cuma kalau kalian punya ketertarikan yg belok juga w rada takut anjir kalau tetep suka lawan jenis ya fin	2
